Date,Open,Close
2012-12-31,1000.0,1000.0
2013-01-04,1008.4758,996.8178
2013-01-07,995.1644,1002.3926
2013-01-08,1002.0793,1002.7489
2013-01-09,1001.7286,1009.6756
2013-01-10,1009.6845,1010.125
2013-01-11,1012.0856,988.5663
2013-01-14,983.0587,1013.3235
2013-01-15,1013.3821,1021.78
2013-01-16,1020.0813,1014.3441
2013-01-17,1012.6478,1007.9313
2013-01-18,1018.0442,1021.9398
2013-01-21,1021.536,1033.5111
2013-01-22,1028.2961,1019.2718
2013-01-23,1015.8589,1018.0477
2013-01-24,1018.1812,999.5949
2013-01-25,1002.2691,999.9956
2013-01-28,1005.9152,1023.0857
2013-01-29,1024.1088,1027.7197
2013-01-30,1029.8159,1031.0249
2013-01-31,1031.752,1031.7184
2013-02-01,1027.8034,1040.0931
2013-02-04,1045.2046,1047.4696
2013-02-05,1043.3399,1061.7338
2013-02-06,1060.596,1059.333
2013-02-07,1058.4537,1057.4265
2013-02-08,1060.8654,1069.5993
2013-02-18,1073.7952,1071.753
2013-02-19,1070.927,1047.9929
2013-02-20,1049.935,1061.2918
2013-02-21,1045.1519,1030.1055
2013-02-22,1030.8153,1028.1121
2013-02-25,1033.8594,1033.9542
2013-02-26,1027.5149,1013.6843
2013-02-27,1019.7244,1015.6095
2013-02-28,1021.3238,1040.0854
2013-03-01,1039.3429,1043.1935
2013-03-04,1029.0061,1003.9598
2013-03-05,1007.217,1017.2798
2013-03-06,1023.2351,1033.8527
2013-03-07,1027.2046,1029.4722
2013-03-08,1029.4993,1023.393
2013-03-11,1021.8901,1019.9848
2013-03-12,1017.5937,1002.3571
2013-03-13,1001.482,991.4603
2013-03-14,986.9367,1004.6394
2013-03-15,1002.1198,1007.2966
2013-03-18,1000.6628,991.4125
2013-03-19,992.8522,997.0085
2013-03-20,997.3366,1017.3925
2013-03-21,1016.1001,1017.6182
2013-03-22,1018.4938,1025.926
2013-03-25,1027.0186,1018.6743
2013-03-26,1012.9705,1005.5266
2013-03-27,1007.1759,1002.647
2013-03-28,991.9518,984.3487
2013-03-29,987.8554,980.5696
2013-04-01,975.9709,979.1278
2013-04-02,980.3008,978.7107
2013-04-03,982.4312,976.5191
2013-04-08,961.9158,971.4236
2013-04-09,973.9332,975.889
2013-04-10,975.8798,974.8294
2013-04-11,980.9896,972.3301
2013-04-12,971.4666,967.178
2013-04-15,965.3538,953.3524
2013-04-16,946.1239,952.0325
2013-04-17,951.7291,956.7553
2013-04-18,951.6493,959.7364
2013-04-19,962.1574,979.6076
2013-04-22,979.3327,977.5507
2013-04-23,974.2739,952.5654
2013-04-24,954.4651,963.9041
2013-04-25,958.5139,952.0436
2013-04-26,956.3005,940.9741
2013-05-02,937.1947,937.2826
2013-05-03,941.9973,950.9419
2013-05-06,956.4584,965.5706
2013-05-07,963.539,973.3065
2013-05-08,976.0881,975.1101
2013-05-09,975.5376,971.7687
2013-05-10,968.1599,975.3333
2013-05-13,977.7012,974.1365
2013-05-14,972.787,960.5446
2013-05-15,960.7993,964.3989
2013-05-16,959.0569,972.42
2013-05-17,972.1827,991.3443
2013-05-20,992.0892,995.4081
2013-05-21,994.6412,997.9839
2013-05-22,994.8747,990.8519
2013-05-23,986.1112,981.9077
2013-05-24,987.008,984.8597
2013-05-27,984.2531,985.7529
2013-05-28,984.74,996.6474
2013-05-29,998.3143,999.8425
2013-05-30,998.2569,996.4566
2013-05-31,997.6595,987.3637
2013-06-03,988.3928,987.208
2013-06-04,983.3924,969.4489
2013-06-05,966.2234,965.6172
2013-06-06,961.8997,955.2774
