Date,Open,Close
2011-12-30,100.0,100.0
2012-01-04,99.6974,99.6974
2012-01-05,99.9289,99.9289
2012-01-06,100.0468,100.0468
2012-01-09,100.1128,100.1128
2012-01-10,100.1853,100.1853
2012-01-11,100.1988,100.1988
2012-01-12,100.1491,100.1491
2012-01-13,100.1661,100.1661
2012-01-16,100.1599,100.1599
2012-01-17,100.1541,100.1541
2012-01-18,100.1299,100.1299
2012-01-19,100.0781,100.0781
2012-01-20,100.2537,100.2537
2012-01-30,100.3383,100.3383
2012-01-31,100.3505,100.3505
2012-02-01,100.2896,100.2896
2012-02-02,100.1595,100.1595
2012-02-03,100.2426,100.2426
2012-02-06,100.2137,100.2137
2012-02-07,100.1851,100.1851
2012-02-08,100.0624,100.0624
2012-02-09,99.9455,99.9455
2012-02-10,100.008,100.008
2012-02-13,100.0622,100.0622
2012-02-14,100.0504,100.0504
2012-02-15,100.0268,100.0268
2012-02-16,99.9366,99.9366
2012-02-17,99.8977,99.8977
2012-02-20,100.0272,100.0272
2012-02-21,99.9916,99.9916
2012-02-22,100.016,100.016
2012-02-23,100.1129,100.1129
2012-02-24,100.0495,100.0495
2012-02-27,99.9224,99.9224
2012-02-28,99.8802,99.8802
2012-02-29,99.8889,99.8889
2012-03-01,99.8386,99.8386
2012-03-02,99.8264,99.8264
2012-03-05,99.8496,99.8496
2012-03-06,99.876,99.876
2012-03-07,99.9035,99.9035
2012-03-08,99.9373,99.9373
2012-03-09,99.9519,99.9519
2012-03-12,100.0426,100.0426
2012-03-13,100.0648,100.0648
2012-03-14,100.0156,100.0156
2012-03-15,100.0355,100.0355
2012-03-16,99.9699,99.9699
2012-03-19,100.0292,100.0292
2012-03-20,99.984,99.984
2012-03-21,99.9547,99.9547
2012-03-22,99.9603,99.9603
2012-03-23,99.9888,99.9888
2012-03-26,100.0329,100.0329
2012-03-27,100.0072,100.0072
2012-03-28,100.0111,100.0111
2012-03-29,100.0519,100.0519
2012-03-30,100.0812,100.0812
2012-04-05,100.218,100.218
2012-04-06,100.2265,100.2265
2012-04-09,100.2066,100.2066
2012-04-10,100.1631,100.1631
2012-04-11,100.1689,100.1689
2012-04-12,100.1365,100.1365
2012-04-13,100.1116,100.1116
2012-04-16,100.0807,100.0807
2012-04-17,100.0001,100.0001
2012-04-18,100.0014,100.0014
2012-04-19,100.019,100.019
2012-04-20,100.0977,100.0977
2012-04-23,100.1448,100.1448
2012-04-24,100.2213,100.2213
2012-04-25,100.1908,100.1908
2012-04-26,100.2075,100.2075
2012-04-27,100.2156,100.2156
2012-05-02,100.2905,100.2905
2012-05-03,100.2918,100.2918
2012-05-04,100.2822,100.2822
2012-05-07,100.3239,100.3239
2012-05-08,100.3229,100.3229
2012-05-09,100.3486,100.3486
2012-05-10,100.4284,100.4284
2012-05-11,100.5886,100.5886
2012-05-14,100.915,100.915
2012-05-15,101.1282,101.1282
2012-05-16,101.2515,101.2515
2012-05-17,101.3159,101.3159
2012-05-18,101.4065,101.4065
2012-05-21,101.4308,101.4308
2012-05-22,101.3952,101.3952
2012-05-23,101.4181,101.4181
2012-05-24,101.5471,101.5471
2012-05-25,101.7496,101.7496
2012-05-28,101.828,101.828
2012-05-29,101.7495,101.7495
2012-05-30,101.6433,101.6433
