Date,Open,Close
2009-03-02,3204.01,3204.01
2009-03-03,3207.74,3207.74
2009-03-04,3391.06,3391.06
2009-03-05,3429.87,3429.87
2009-03-06,3404.44,3404.44
2009-03-09,3267.24,3267.24
2009-03-10,3338.55,3338.55
2009-03-11,3315.63,3315.63
2009-03-12,3310.55,3310.55
2009-03-13,3281.07,3281.07
2009-03-16,3312.53,3312.53
2009-03-17,3427.51,3427.51
2009-03-18,3468.49,3468.49
2009-03-19,3545.05,3545.05
2009-03-20,3520.09,3520.09
2009-03-23,3585.87,3585.87
2009-03-24,3608.97,3608.97
2009-03-25,3513.51,3513.51
2009-03-26,3593.78,3593.78
2009-03-27,3637.06,3637.06
2009-03-30,3633.27,3633.27
2009-03-31,3650.06,3650.06
2009-04-01,3711.69,3711.69
2009-04-02,3731.19,3731.19
2009-04-03,3698.1,3698.1
2009-04-07,3731.49,3731.49
2009-04-08,3612.41,3612.41
2009-04-09,3667.5,3667.5
2009-04-10,3763.04,3763.04
2009-04-13,3844.11,3844.11
2009-04-14,3899.89,3899.89
2009-04-15,3918.66,3918.66
2009-04-16,3940.4,3940.4
2009-04-17,3887.66,3887.66
2009-04-20,3996.38,3996.38
2009-04-21,3992.09,3992.09
2009-04-22,3845.36,3845.36
2009-04-23,3859.69,3859.69
2009-04-24,3851.7,3851.7
2009-04-27,3712.86,3712.86
2009-04-28,3726.62,3726.62
2009-04-29,3817.37,3817.37
2009-04-30,3858.44,3858.44
2009-05-04,3983.38,3983.38
2009-05-05,4006.07,4006.07
2009-05-06,4056.68,4056.68
2009-05-07,4031.1,4031.1
2009-05-08,4038.45,4038.45
2009-05-11,3931.79,3931.79
2009-05-12,4035.09,4035.09
2009-05-13,4048.0,4048.0
2009-05-14,4049.05,4049.05
2009-05-15,4051.06,4051.06
2009-05-18,4077.44,4077.44
2009-05-19,4105.92,4105.92
2009-05-20,4076.78,4076.78
2009-05-21,4007.94,4007.94
2009-05-22,4022.31,4022.31
2009-05-25,4012.73,4012.73
2009-05-26,4037.73,4037.73
2009-05-27,4056.49,4056.49
2009-06-01,4125.0,4125.0
2009-06-02,4133.45,4133.45
2009-06-03,4190.22,4190.22
2009-06-04,4228.52,4228.52
2009-06-05,4210.75,4210.75
2009-06-08,4189.21,4189.21
2009-06-09,4217.22,4217.22
2009-06-10,4295.77,4295.77
2009-06-11,4238.94,4238.94
2009-06-12,4153.35,4153.35
2009-06-15,4219.61,4219.61
2009-06-16,4226.2,4226.2
2009-06-17,4277.56,4277.56
2009-06-18,4311.59,4311.59
2009-06-19,4342.95,4342.95
2009-06-22,4344.64,4344.64
2009-06-23,4370.76,4370.76
2009-06-24,4449.35,4449.35
2009-06-25,4442.3,4442.3
2009-06-26,4437.3,4437.3
2009-06-29,4466.48,4466.48
2009-06-30,4416.45,4416.45
2009-07-01,4457.03,4457.03
2009-07-02,4478.95,4478.95
2009-07-03,4507.6,4507.6
2009-07-06,4603.96,4603.96
2009-07-07,4628.48,4628.48
2009-07-08,4633.83,4633.83
2009-07-09,4714.81,4714.81
2009-07-10,4720.67,4720.67
2009-07-13,4739.01,4739.01
2009-07-14,4841.65,4841.65
2009-07-15,4907.22,4907.22
2009-07-16,4880.25,4880.25
2009-07-17,4889.65,4889.65
2009-07-20,4989.85,4989.85
2009-07-21,4864.99,4864.99
2009-07-22,4922.62,4922.62
2009-07-23,4973.67,4973.67
2009-07-24,4957.95,4957.95
2009-07-27,5054.9,5054.9
2009-07-28,5170.58,5170.58
2009-07-29,4911.74,4911.74
2009-07-30,5005.89,5005.89
2009-07-31,5164.27,5164.27
2009-08-03,5346.89,5346.89
2009-08-04,5379.85,5379.85
2009-08-05,5359.96,5359.96
2009-08-06,5236.83,5236.83
2009-08-07,5099.94,5099.94
2009-08-10,5134.67,5134.67
2009-08-11,5164.69,5164.69
2009-08-12,4942.91,4942.91
2009-08-13,4931.22,4931.22
2009-08-14,4724.07,4724.07
2009-08-17,4461.79,4461.79
2009-08-18,4572.8,4572.8
2009-08-19,4371.94,4371.94
2009-08-20,4529.87,4529.87
2009-08-21,4625.08,4625.08
2009-08-24,4674.15,4674.15
2009-08-25,4560.71,4560.71
2009-08-26,4672.04,4672.04
2009-08-27,4697.83,4697.83
2009-08-28,4561.64,4561.64
2009-08-31,4257.03,4257.03
2009-09-01,4247.8,4247.8
2009-09-02,4273.06,4273.06
2009-09-03,4482.51,4482.51
2009-09-04,4515.9,4515.9
2009-09-07,4557.02,4557.02
2009-09-08,4633.15,4633.15
2009-09-09,4679.05,4679.05
2009-09-10,4620.49,4620.49
2009-09-11,4675.36,4675.36
2009-09-14,4765.97,4765.97
2009-09-15,4782.52,4782.52
2009-09-16,4730.95,4730.95
2009-09-17,4848.71,4848.71
2009-09-18,4709.99,4709.99
2009-09-21,4768.85,4768.85
2009-09-22,4675.81,4675.81
2009-09-23,4557.35,4557.35
2009-09-24,4524.13,4524.13
2009-09-25,4512.14,4512.14
2009-09-28,4420.19,4420.19
2009-09-29,4351.75,4351.75
2009-09-30,4405.74,4405.74
2009-10-09,4589.91,4589.91
2009-10-12,4590.05,4590.05
2009-10-13,4657.49,4657.49
2009-10-14,4675.53,4675.53
2009-10-15,4685.6,4685.6
2009-10-16,4670.22,4670.22
2009-10-19,4766.6,4766.6
2009-10-20,4814.56,4814.56
2009-10-21,4786.44,4786.44
2009-10-22,4761.03,4761.03
2009-10-23,4843.9,4843.9
2009-10-26,4870.1,4870.1
2009-10-27,4749.85,4749.85
2009-10-28,4808.94,4808.94
2009-10-29,4751.99,4751.99
2009-10-30,4807.51,4807.51
2009-11-02,4952.03,4952.03
2009-11-03,5024.78,5024.78
2009-11-04,5057.12,5057.12
2009-11-05,5122.58,5122.58
2009-11-06,5114.58,5114.58
2009-11-09,5153.46,5153.46
2009-11-10,5153.88,5153.88
2009-11-11,5157.39,5157.39
2009-11-12,5201.14,5201.14
2009-11-13,5248.1,5248.1
2009-11-16,5358.71,5358.71
2009-11-17,5375.89,5375.89
2009-11-18,5398.1,5398.1
2009-11-19,5480.69,5480.69
2009-11-20,5491.79,5491.79
2009-11-23,5590.35,5590.35
2009-11-24,5362.0,5362.0
2009-11-25,5553.19,5553.19
2009-11-26,5318.68,5318.68
2009-11-27,5204.56,5204.56
2009-11-30,5407.68,5407.68
2009-12-01,5562.07,5562.07
2009-12-02,5587.33,5587.33
2009-12-03,5635.23,5635.23
2009-12-04,5549.69,5549.69
2009-12-07,5605.68,5605.68
2009-12-08,5567.1,5567.1
2009-12-09,5466.08,5466.08
2009-12-10,5504.44,5504.44
2009-12-11,5509.08,5509.08
2009-12-14,5525.43,5525.43
2009-12-15,5522.63,5522.63
2009-12-16,5498.21,5498.21
2009-12-17,5334.46,5334.46
2009-12-18,5207.68,5207.68
2009-12-21,5258.32,5258.32
2009-12-22,5135.93,5135.93
2009-12-23,5204.43,5204.43
2009-12-24,5354.7,5354.7
2009-12-25,5368.98,5368.98
2009-12-28,5439.5,5439.5
2009-12-29,5456.31,5456.31
2009-12-30,5493.88,5493.88
2009-12-31,5511.93,5511.93
2010-01-04,5478.48,5478.48
2010-01-05,5501.42,5501.42
2010-01-06,5485.43,5485.43
2010-01-07,5361.33,5361.33
2010-01-08,5401.43,5401.43
2010-01-11,5449.42,5449.42
2010-01-12,5576.25,5576.25
2010-01-13,5500.33,5500.33
2010-01-14,5606.67,5606.67
2010-01-15,5618.72,5618.72
2010-01-18,5706.27,5706.27
2010-01-19,5707.97,5707.97
2010-01-20,5543.91,5543.91
2010-01-21,5574.89,5574.89
2010-01-22,5484.08,5484.08
2010-01-25,5398.07,5398.07
2010-01-26,5243.22,5243.22
2010-01-27,5212.94,5212.94
2010-01-28,5288.32,5288.32
2010-01-29,5322.85,5322.85
2010-02-01,5281.5,5281.5
2010-02-02,5262.69,5262.69
2010-02-03,5352.39,5352.39
2010-02-04,5371.81,5371.81
2010-02-05,5268.79,5268.79
2010-02-08,5274.47,5274.47
2010-02-09,5321.08,5321.08
2010-02-10,5355.76,5355.76
2010-02-11,5348.16,5348.16
2010-02-12,5398.87,5398.87
2010-02-22,5394.31,5394.31
2010-02-23,5416.2,5416.2
2010-02-24,5511.95,5511.95
2010-02-25,5569.97,5569.97
2010-02-26,5557.02,5557.02
2010-03-01,5603.77,5603.77
2010-03-02,5576.33,5576.33
2010-03-03,5638.53,5638.53
2010-03-04,5472.75,5472.75
2010-03-05,5489.73,5489.73
2010-03-08,5528.57,5528.57
2010-03-09,5524.74,5524.74
2010-03-10,5479.37,5479.37
2010-03-11,5469.94,5469.94
2010-03-12,5381.5,5381.5
2010-03-15,5329.47,5329.47
2010-03-16,5359.43,5359.43
2010-03-17,5474.3,5474.3
2010-03-18,5465.15,5465.15
2010-03-19,5503.73,5503.73
2010-03-22,5511.47,5511.47
2010-03-23,5486.84,5486.84
2010-03-24,5500.21,5500.21
2010-03-25,5445.34,5445.34
2010-03-26,5523.96,5523.96
2010-03-29,5586.2,5586.2
2010-03-30,5588.52,5588.52
2010-03-31,5570.06,5570.06
2010-04-01,5642.47,5642.47
2010-04-02,5647.16,5647.16
2010-04-06,5644.55,5644.55
2010-04-07,5632.2,5632.2
2010-04-08,5610.85,5610.85
2010-04-09,5664.92,5664.92
2010-04-12,5674.29,5674.29
2010-04-13,5691.12,5691.12
2010-04-14,5716.29,5716.29
2010-04-15,5667.62,5667.62
2010-04-16,5632.25,5632.25
2010-04-19,5403.57,5403.57
2010-04-20,5442.12,5442.12
2010-04-21,5570.58,5570.58
2010-04-22,5546.07,5546.07
2010-04-23,5498.3,5498.3
2010-04-26,5494.16,5494.16
2010-04-27,5381.34,5381.34
2010-04-28,5361.26,5361.26
2010-04-29,5263.53,5263.53
2010-04-30,5222.01,5222.01
2010-05-04,5187.04,5187.04
2010-05-05,5265.6,5265.6
2010-05-06,5080.31,5080.31
2010-05-07,4980.04,4980.04
2010-05-10,4971.23,4971.23
2010-05-11,4867.29,4867.29
2010-05-12,4851.95,4851.95
2010-05-13,4956.89,4956.89
2010-05-14,4967.02,4967.02
2010-05-17,4707.22,4707.22
2010-05-18,4762.61,4762.61
2010-05-19,4746.4,4746.4
2010-05-20,4693.74,4693.74
2010-05-21,4746.7,4746.7
2010-05-24,4900.05,4900.05
2010-05-25,4838.23,4838.23
2010-05-26,4845.68,4845.68
2010-05-27,4908.35,4908.35
2010-05-28,4932.12,4932.12
2010-05-31,4837.27,4837.27
2010-06-01,4761.75,4761.75
2010-06-02,4775.29,4775.29
2010-06-03,4748.05,4748.05
2010-06-04,4764.44,4764.44
2010-06-07,4718.59,4718.59
2010-06-08,4737.79,4737.79
2010-06-09,4847.69,4847.69
2010-06-10,4832.81,4832.81
2010-06-11,4822.91,4822.91
2010-06-17,4775.88,4775.88
2010-06-18,4664.08,4664.08
2010-06-21,4791.57,4791.57
2010-06-22,4808.17,4808.17
2010-06-23,4780.26,4780.26
2010-06-24,4779.9,4779.9
2010-06-25,4740.47,4740.47
2010-06-28,4706.58,4706.58
2010-06-29,4507.26,4507.26
2010-06-30,4468.46,4468.46
2010-07-01,4426.06,4426.06
2010-07-02,4424.42,4424.42
2010-07-05,4404.19,4404.19
2010-07-06,4494.08,4494.08
2010-07-07,4518.81,4518.81
2010-07-08,4507.72,4507.72
2010-07-09,4609.78,4609.78
2010-07-12,4654.17,4654.17
2010-07-13,4574.57,4574.57
2010-07-14,4623.81,4623.81
2010-07-15,4536.28,4536.28
2010-07-16,4553.99,4553.99
2010-07-19,4642.1,4642.1
2010-07-20,4748.14,4748.14
2010-07-21,4780.58,4780.58
2010-07-22,4826.87,4826.87
2010-07-23,4826.28,4826.28
2010-07-26,4867.7,4867.7
2010-07-27,4862.31,4862.31
2010-07-28,4964.78,4964.78
2010-07-29,4987.64,4987.64
2010-07-30,4983.43,4983.43
2010-08-02,5071.96,5071.96
2010-08-03,4980.78,4980.78
2010-08-04,5005.24,5005.24
2010-08-05,4998.55,4998.55
2010-08-06,5098.99,5098.99
2010-08-09,5136.83,5136.83
2010-08-10,4977.91,4977.91
2010-08-11,5009.68,5009.68
2010-08-12,4953.76,4953.76
2010-08-13,5021.61,5021.61
2010-08-16,5135.84,5135.84
2010-08-17,5162.31,5162.31
2010-08-18,5167.13,5167.13
2010-08-19,5181.41,5181.41
2010-08-20,5107.96,5107.96
2010-08-23,5144.75,5144.75
2010-08-24,5206.21,5206.21
2010-08-25,5083.88,5083.88
2010-08-26,5097.86,5097.86
2010-08-27,5115.14,5115.14
2010-08-30,5211.2,5211.2
2010-08-31,5200.32,5200.32
2010-09-01,5164.34,5164.34
2010-09-02,5216.02,5216.02
2010-09-03,5214.37,5214.37
2010-09-06,5270.5,5270.5
2010-09-07,5289.1,5289.1
2010-09-08,5285.97,5285.97
2010-09-09,5220.84,5220.84
2010-09-10,5267.72,5267.72
2010-09-13,5325.44,5325.44
2010-09-14,5313.99,5313.99
2010-09-15,5227.51,5227.51
2010-09-16,5121.58,5121.58
2010-09-17,5114.52,5114.52
2010-09-20,5063.16,5063.16
2010-09-21,5082.82,5082.82
2010-09-27,5174.23,5174.23
2010-09-28,5112.94,5112.94
2010-09-29,5077.51,5077.51
2010-09-30,5154.48,5154.48
2010-10-08,5272.01,5272.01
2010-10-11,5417.73,5417.73
2010-10-12,5440.8,5440.8
2010-10-13,5478.13,5478.13
2010-10-14,5438.35,5438.35
2010-10-15,5564.76,5564.76
2010-10-18,5625.44,5625.44
2010-10-19,5668.4,5668.4
2010-10-20,5623.71,5623.71
2010-10-21,5622.65,5622.65
2010-10-22,5605.02,5605.02
2010-10-25,5726.21,5726.21
2010-10-26,5714.18,5714.18
2010-10-27,5670.11,5670.11
2010-10-28,5662.67,5662.67
2010-10-29,5649.74,5649.74
2010-11-01,5768.88,5768.88
2010-11-02,5783.21,5783.21
2010-11-03,5739.45,5739.45
2010-11-04,5823.2,5823.2
2010-11-05,5907.52,5907.52
2010-11-08,6009.28,6009.28
2010-11-09,5953.77,5953.77
2010-11-10,5906.53,5906.53
2010-11-11,5903.6,5903.6
2010-11-12,5572.79,5572.79
2010-11-15,5667.06,5667.06
2010-11-16,5474.57,5474.57
2010-11-17,5376.16,5376.16
2010-11-18,5410.73,5410.73
2010-11-19,5475.0,5475.0
2010-11-22,5479.42,5479.42
2010-11-23,5364.39,5364.39
2010-11-24,5453.55,5453.55
2010-11-25,5523.38,5523.38
2010-11-26,5478.27,5478.27
2010-11-29,5485.16,5485.16
2010-11-30,5355.47,5355.47
2010-12-01,5393.07,5393.07
2010-12-02,5422.77,5422.77
2010-12-03,5407.3,5407.3
2010-12-06,5385.58,5385.58
2010-12-07,5421.39,5421.39
2010-12-08,5393.69,5393.69
2010-12-09,5333.24,5333.24
2010-12-10,5375.54,5375.54
2010-12-13,5510.45,5510.45
2010-12-14,5529.46,5529.46
2010-12-15,5514.34,5514.34
2010-12-16,5491.06,5491.06
2010-12-17,5491.24,5491.24
2010-12-20,5413.19,5413.19
2010-12-21,5490.69,5490.69
2010-12-22,5446.11,5446.11
2010-12-23,5397.93,5397.93
2010-12-24,5365.57,5365.57
2010-12-27,5260.59,5260.59
2010-12-28,5162.3,5162.3
2010-12-29,5191.92,5191.92
2010-12-30,5187.05,5187.05
2010-12-31,5267.29,5267.29
2011-01-04,5332.11,5332.11
2011-01-05,5321.62,5321.62
2011-01-06,5308.67,5308.67
2011-01-07,5347.97,5347.97
2011-01-10,5278.7,5278.7
2011-01-11,5321.64,5321.64
2011-01-12,5355.47,5355.47
2011-01-13,5358.8,5358.8
2011-01-14,5307.92,5307.92
2011-01-17,5145.14,5145.14
2011-01-18,5159.4,5159.4
2011-01-19,5241.17,5241.17
2011-01-20,5112.85,5112.85
2011-01-21,5190.42,5190.42
2011-01-24,5176.02,5176.02
2011-01-25,5166.61,5166.61
2011-01-26,5218.98,5218.98
2011-01-27,5275.69,5275.69
2011-01-28,5275.81,5275.81
2011-01-31,5339.62,5339.62
2011-02-01,5326.46,5326.46
2011-02-09,5296.01,5296.01
2011-02-10,5364.17,5364.17
2011-02-11,5399.77,5399.77
2011-02-14,5524.7,5524.7
2011-02-15,5506.1,5506.1
2011-02-16,5545.4,5545.4
2011-02-17,5555.79,5555.79
2011-02-18,5520.31,5520.31
2011-02-21,5593.73,5593.73
2011-02-22,5453.53,5453.53
2011-02-23,5478.89,5478.89
2011-02-24,5502.08,5502.08
2011-02-25,5497.5,5497.5
2011-02-28,5561.1,5561.1
2011-03-01,5580.81,5580.81
2011-03-02,5569.1,5569.1
2011-03-03,5566.76,5566.76
2011-03-04,5641.25,5641.25
2011-03-07,5707.67,5707.67
2011-03-08,5727.0,5727.0
2011-03-09,5736.4,5736.4
2011-03-10,5672.57,5672.57
2011-03-11,5632.53,5632.53
2011-03-14,5647.32,5647.32
2011-03-15,5575.24,5575.24
2011-03-16,5626.53,5626.53
2011-03-17,5563.24,5563.24
2011-03-18,5573.8,5573.8
2011-03-21,5562.79,5562.79
2011-03-22,5581.85,5581.85
2011-03-23,5648.38,5648.38
2011-03-24,5628.61,5628.61
2011-03-25,5684.39,5684.39
2011-03-28,5687.59,5687.59
2011-03-29,5647.99,5647.99
2011-03-30,5647.05,5647.05
2011-03-31,5593.82,5593.82
2011-04-01,5653.58,5653.58
2011-04-06,5710.74,5710.74
2011-04-07,5721.49,5721.49
2011-04-08,5757.39,5757.39
2011-04-11,5746.18,5746.18
2011-04-12,5815.7,5815.7
2011-04-13,5868.21,5868.21
2011-04-14,5861.32,5861.32
2011-04-15,5886.42,5886.42
2011-04-18,5924.58,5924.58
2011-04-19,5843.9,5843.9
2011-04-20,5862.25,5862.25
2011-04-21,5916.16,5916.16
2011-04-22,5907.49,5907.49
2011-04-25,5840.16,5840.16
2011-04-26,5766.53,5766.53
2011-04-27,5737.19,5737.19
2011-04-28,5632.07,5632.07
2011-04-29,5714.2,5714.2
2011-05-03,5791.72,5791.72
2011-05-04,5697.26,5697.26
2011-05-05,5724.24,5724.24
2011-05-06,5717.1,5717.1
2011-05-09,5741.48,5741.48
2011-05-10,5773.32,5773.32
2011-05-11,5749.31,5749.31
2011-05-12,5676.15,5676.15
2011-05-13,5713.48,5713.48
2011-05-16,5670.67,5670.67
2011-05-17,5653.12,5653.12
2011-05-18,5686.81,5686.81
2011-05-19,5659.74,5659.74
2011-05-20,5636.25,5636.25
2011-05-23,5449.86,5449.86
2011-05-24,5447.47,5447.47
2011-05-25,5387.89,5387.89
2011-05-26,5364.29,5364.29
2011-05-27,5310.03,5310.03
2011-05-30,5294.67,5294.67
2011-05-31,5368.45,5368.45
2011-06-01,5368.91,5368.91
2011-06-02,5285.23,5285.23
2011-06-03,5332.34,5332.34
2011-06-07,5358.69,5358.69
2011-06-08,5363.6,5363.6
2011-06-09,5270.37,5270.37
2011-06-10,5297.84,5297.84
2011-06-13,5274.46,5274.46
2011-06-14,5325.08,5325.08
2011-06-15,5293.1,5293.1
2011-06-16,5189.55,5189.55
2011-06-17,5149.31,5149.31
2011-06-20,5105.38,5105.38
2011-06-21,5152.66,5152.66
2011-06-22,5138.57,5138.57
2011-06-23,5207.83,5207.83
2011-06-24,5316.89,5316.89
2011-06-27,5330.41,5330.41
2011-06-28,5324.35,5324.35
2011-06-29,5269.63,5269.63
2011-06-30,5324.1,5324.1
2011-07-01,5333.78,5333.78
2011-07-04,5430.88,5430.88
2011-07-05,5430.12,5430.12
2011-07-06,5421.45,5421.45
2011-07-07,5404.8,5404.8
2011-07-08,5418.48,5418.48
2011-07-11,5436.05,5436.05
2011-07-12,5345.39,5345.39
2011-07-13,5409.84,5409.84
2011-07-14,5423.07,5423.07
2011-07-15,5441.73,5441.73
2011-07-18,5438.99,5438.99
2011-07-19,5394.89,5394.89
2011-07-20,5397.39,5397.39
2011-07-21,5352.18,5352.18
2011-07-22,5356.2,5356.2
2011-07-25,5194.51,5194.51
2011-07-26,5206.0,5206.0
2011-07-27,5236.43,5236.43
2011-07-28,5193.68,5193.68
2011-07-29,5206.77,5206.77
2011-08-01,5213.77,5213.77
2011-08-02,5165.41,5165.41
2011-08-03,5165.33,5165.33
2011-08-04,5178.06,5178.06
2011-08-05,5065.55,5065.55
2011-08-08,4837.87,4837.87
2011-08-09,4828.33,4828.33
2011-08-10,4874.33,4874.33
2011-08-11,4952.91,4952.91
2011-08-12,4998.06,4998.06
2011-08-15,5061.11,5061.11
2011-08-16,5019.99,5019.99
2011-08-17,5007.38,5007.38
2011-08-18,4930.03,4930.03
2011-08-19,4886.16,4886.16
2011-08-22,4862.88,4862.88
2011-08-23,4935.14,4935.14
2011-08-24,4917.88,4917.88
2011-08-25,5051.53,5051.53
2011-08-26,5047.31,5047.31
2011-08-29,4985.33,4985.33
2011-08-30,4969.68,4969.68
2011-08-31,4972.4,4972.4
2011-09-01,4955.1,4955.1
2011-09-02,4898.95,4898.95
2011-09-05,4821.67,4821.67
2011-09-06,4802.21,4802.21
2011-09-07,4899.76,4899.76
2011-09-08,4867.41,4867.41
2011-09-09,4866.4,4866.4
2011-09-13,4822.97,4822.97
2011-09-14,4852.43,4852.43
2011-09-15,4842.89,4842.89
2011-09-16,4842.25,4842.25
2011-09-19,4767.61,4767.61
2011-09-20,4789.33,4789.33
2011-09-21,4894.67,4894.67
2011-09-22,4777.78,4777.78
2011-09-23,4751.38,4751.38
2011-09-26,4675.34,4675.34
2011-09-27,4709.23,4709.23
2011-09-28,4652.32,4652.32
2011-09-29,4603.71,4603.71
2011-09-30,4602.24,4602.24
2011-10-10,4589.29,4589.29
2011-10-11,4614.36,4614.36
2011-10-12,4747.02,4747.02
2011-10-13,4785.05,4785.05
2011-10-14,4770.13,4770.13
2011-10-17,4777.52,4777.52
2011-10-18,4667.88,4667.88
2011-10-19,4666.88,4666.88
2011-10-20,4582.62,4582.62
2011-10-21,4580.15,4580.15
2011-10-24,4682.27,4682.27
2011-10-25,4748.84,4748.84
2011-10-26,4775.16,4775.16
2011-10-27,4802.16,4802.16
2011-10-28,4869.49,4869.49
2011-10-31,4863.03,4863.03
2011-11-01,4865.97,4865.97
2011-11-02,4931.47,4931.47
2011-11-03,4929.65,4929.65
2011-11-04,4957.03,4957.03
2011-11-07,4934.13,4934.13
2011-11-08,4920.54,4920.54
2011-11-09,4948.07,4948.07
2011-11-10,4872.01,4872.01
2011-11-11,4867.5,4867.5
2011-11-14,4952.54,4952.54
2011-11-15,4952.02,4952.02
2011-11-16,4836.64,4836.64
2011-11-17,4825.36,4825.36
2011-11-18,4740.58,4740.58
2011-11-21,4755.56,4755.56
2011-11-22,4763.44,4763.44
2011-11-23,4745.24,4745.24
2011-11-24,4755.27,4755.27
2011-11-25,4722.43,4722.43
2011-11-28,4735.46,4735.46
2011-11-29,4780.51,4780.51
2011-11-30,4631.35,4631.35
2011-12-01,4715.75,4715.75
2011-12-02,4657.8,4657.8
2011-12-05,4603.5,4603.5
2011-12-06,4599.49,4599.49
2011-12-07,4615.09,4615.09
2011-12-08,4621.16,4621.16
2011-12-09,4611.08,4611.08
2011-12-12,4578.91,4578.91
2011-12-13,4506.5,4506.5
2011-12-14,4480.74,4480.74
2011-12-15,4414.34,4414.34
2011-12-16,4489.13,4489.13
2011-12-19,4476.92,4476.92
2011-12-20,4464.04,4464.04
2011-12-21,4420.41,4420.41
2011-12-22,4397.88,4397.88
2011-12-23,4434.71,4434.71
2011-12-26,4428.24,4428.24
2011-12-27,4375.45,4375.45
2011-12-28,4357.39,4357.39
2011-12-29,4353.01,4353.01
2011-12-30,4397.51,4397.51
2012-01-04,4339.8,4339.8
2012-01-05,4294.72,4294.72
2012-01-06,4326.14,4326.14
2012-01-09,4443.77,4443.77
2012-01-10,4554.72,4554.72
2012-01-11,4526.59,4526.59
2012-01-12,4525.01,4525.01
2012-01-13,4445.33,4445.33
2012-01-16,4389.66,4389.66
2012-01-17,4564.13,4564.13
2012-01-18,4492.78,4492.78
2012-01-19,4554.56,4554.56
2012-01-20,4606.11,4606.11
2012-01-30,4532.37,4532.37
2012-01-31,4538.61,4538.61
2012-02-01,4496.81,4496.81
2012-02-02,4574.65,4574.65
2012-02-03,4613.34,4613.34
2012-02-06,4612.03,4612.03
2012-02-07,4531.85,4531.85
2012-02-08,4630.68,4630.68
2012-02-09,4640.77,4640.77
2012-02-10,4650.69,4650.69
2012-02-13,4648.37,4648.37
2012-02-14,4634.33,4634.33
2012-02-15,4691.48,4691.48
2012-02-16,4683.79,4683.79
2012-02-17,4677.14,4677.14
2012-02-20,4677.24,4677.24
