Date,nasdaq100_shares,nasdaq100_value,sp500_shares,sp500_value,csi930955_shares,csi930955_value,csi980092_shares,csi980092_value,cnb00003_shares,cnb00003_value,total_value,return,cumulative_invest,profit
2024-11-29,31.83430864663526,666303.8313106663,113.74263173517849,686138.7634974414,31.238520169180624,662657.4178003998,152.58043650259413,696093.1905215955,1514.3823409600898,256025.71883326749,2967218.921963371,196.72189219633708,998312.236286926,1968906.6856764448
2024-12-02,31.83430864663526,673760.3963472998,113.74263173517849,687818.7443897057,31.238520169180624,667698.3778001005,152.58043650259413,707489.8658072401,1514.3823409600898,256612.6934286236,2993380.0777729694,199.33800777729695,998312.236286926,1995067.8414860433
2024-12-03,31.83430864663526,675820.7351864083,113.74263173517849,688129.259552807,31.238520169180624,673678.3677160868,152.58043650259413,711392.9954373258,1514.3823409600898,256575.74249950415,3005597.100392132,200.55971003921323,998312.236286926,2007284.864105206
2024-12-04,31.83430864663526,684194.4018881549,113.74263173517849,692293.4172882759,31.238520169180624,672263.5751376245,152.58043650259413,712866.3121321949,1514.3823409600898,256844.8482414928,3018462.5546877426,201.84625546877427,998312.236286926,2020150.3184008165
2024-12-05,31.83430864663526,682057.088685561,113.74263173517849,690998.9839299498,31.238520169180624,671456.371776453,152.58043650259413,711833.0069001119,1514.3823409600898,256918.29578502933,3013263.747077105,201.32637470771053,998312.236286926,2014951.510790179
2024-12-06,31.83430864663526,688329.3801347093,113.74263173517849,692723.3399993413,31.238520169180624,680030.7207924896,152.58043650259413,721648.933605546,1514.3823409600898,256872.25856186418,3039604.6330939503,203.96046330939504,998312.236286926,2041292.3968070243
2024-12-09,31.83430864663526,682553.6914651716,113.74263173517849,688467.099605954,31.238520169180624,680391.8380856453,152.58043650259413,722909.568429974,1514.3823409600898,257146.9675185143,3031469.1651052595,203.14691651052595,998312.236286926,2033156.9288183334
2024-12-10,31.83430864663526,680241.2273886371,113.74263173517849,686426.5634572322,31.238520169180624,680971.6250199853,152.58043650259413,724003.6311918723,1514.3823409600898,257824.04786315758,3029467.0949208844,202.94670949208844,998312.236286926,2031154.8586339583
2024-12-11,31.83430864663526,692841.271621529,113.74263173517849,692031.7759122483,31.238520169180624,684375.0617924175,152.58043650259413,733828.6669493655,1514.3823409600898,257961.70521795083,3061038.4814935112,206.1038481493511,998312.236286926,2062726.2452065852
2024-12-12,31.83430864663526,688107.1617380236,113.74263173517849,688285.1002874988,31.238520169180624,690668.3740657007,152.58043650259413,735703.3007083238,1514.3823409600898,258185.985242647,3060949.9220421943,206.0949922042194,998312.236286926,2062637.6857552682
2024-12-13,31.83430864663526,693359.2009008776,113.74263173517849,688266.883694135,31.238520169180624,677066.4976136361,152.58043650259413,719626.7698225335,1514.3823409600898,258647.56898017164,3036966.921011354,203.6966921011354,998312.236286926,2038654.6847244278
2024-12-16,31.83430864663526,703431.8994738702,113.74263173517849,690881.8534561561,31.238520169180624,683257.9723111677,152.58043650259413,720008.2209137899,1514.3823409600898,259084.31684730458,3056664.2630022885,205.66642630022884,998312.236286926,2058352.0267153624
